id;date;A2_statut;A2_autre;A3_poste;A4_secteur;A4_secteur_autre;A5_teleravail;A6_experience;B1_utilisation_python;B1_utilisation_r;B1_utilisation_sas;B1_utilisation_powerBI;B1_utilisation_tableau;B1_utilisation_qlik;B1_utilisation_excel;B1_utilisation_sql;B1_utilisation_spark;B1_utilisation_spss;B1_utilisation_c_java;B1_utilisation_datastudio;B1_utilisation_matlab;B1_utilisation_aucun;B2_frequence_utilisation_python;B2_frequence_utilisation_r;B2_frequence_utilisation_sas;B2_frequence_utilisation_powerBI;B2_frequence_utilisation_tableau;B2_frequence_utilisation_qlik;B2_frequence_utilisation_excel;B2_frequence_utilisation_sql;B2_frequence_utilisation_spark;B2_frequence_utilisation_spss;B2_frequence_utilisation_c_java;B2_frequence_utilisation_datastudio;B2_frequence_utilisation_matlab;D1_satisfaction;Y1A_genre;Y1B_age;Y4_diplome;Y2_region
351;23/03/2024 19:38;En CDI;;Data Analyst / analyste;Enseignement / recherche;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;5;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;9;Un homme;35;Bac + 5;Auvergne-Rhône-Alpes
352;;En recherche d'emploi;;;;;;;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
353;24/03/2024 01:15;En CDD / contrat court / alternance / stage;;Data Engineer;Autre;Retail;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;0;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;;;;Régulièrement;;;;;;9;Un homme;22;Bac + 5;Hauts-de-France
354;;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;7;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;Régulièrement;Occasionnellement;;;Régulièrement;Régulièrement;;;;;;;;;;
355;24/03/2024 10:27;En CDD / contrat court / alternance / stage;;Autre;Enseignement / recherche;;Présentiel complet (pas ou quasiment pas de travail à distance);4;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Jamais;Jamais;;;;;Régulièrement;Occasionnellement;;;;;7;Une femme;31;Bac + 5;Nouvelle-Aquitaine
356;;En CDI;;Chargé d’études / chargé d’études statistiques;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Occasionnellement;Occasionnellement;Régulièrement;;;Régulièrement;Régulièrement;;;;;;8;Un homme;26;Bac + 5;Hors France
357;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
358;24/03/2024 15:49;En CDI;;Autre;Autre;Textile;Hybride avec en moyenne un ou deux jours de télétravail / semaine;18;Oui;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;;Régulièrement;Occasionnellement;Régulièrement;Régulièrement;;;;;;7;Un homme;43;Bac + 5;Hauts-de-France
359;24/03/2024 16:51;En CDI;;Autre;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;Occasionnellement;;;;;;;7;Un homme;23;Bac + 5;Pays de la Loire
360;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
361;24/03/2024 21:42;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;Occasionnellement;Régulièrement;;;Régulièrement;Régulièrement;;;;;;;Un homme;19;Bac + 2 / 3;Bretagne
362;24/03/2024 23:08;En CDI;;Data Analyst / analyste;Autre;IT;Distanciel complet (pas de travail sur site);8;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Régulièrement;Jamais;Jamais;Jamais;Régulièrement;;Occasionnellement;Régulièrement;;Jamais;;;Jamais;10;Une femme;30;Bac + 5;Nouvelle-Aquitaine
363;;Etudiant (hors alternance / stage);;;;;;;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;
364;25/03/2024 05:21;En CDI;;Data Scientist;Transport;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;10;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Régulièrement;;;;Régulièrement;;;;;;5;Un homme;38;Bac + 5;Nouvelle-Aquitaine
365;25/03/2024 06:23;En CDI;;Data Scientist;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;15;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;;Régulièrement;Jamais;;;;Occasionnellement;Occasionnellement;;;Jamais;;Jamais;9;Un homme;40;Bac + 8;Hors France
366;25/03/2024 06:39;En recherche d'emploi;;;;;;;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;Régulièrement;Occasionnellement;;;;Régulièrement;;;;;;;;Un homme;63;Bac + 8;Occitanie
367;25/03/2024 08:09;En CDI;;Data Analyst / analyste;Numérique / Web;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Occasionnellement;Jamais;;Occasionnellement;Régulièrement;;;;;;6;Un homme;33;Bac + 5;Auvergne-Rhône-Alpes
368;25/03/2024 12:17;En CDI;;Autre;Autre;Energie;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;;;;;;;Régulièrement;Occasionnellement;;;;Occasionnellement;;5;Un homme;43;Bac + 5;Nouvelle-Aquitaine
369;25/03/2024 12:19;En CDI;;Statisticien;Santé;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;12;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;;Jamais;Régulièrement;;;Occasionnellement;Régulièrement;Régulièrement;;;;;;9;Un homme;35;Bac + 5;Pays de la Loire
370;25/03/2024 17:06;En CDI;;Data Engineer;Santé;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Régulièrement;Jamais;Occasionnellement;;Jamais;Jamais;Occasionnellement;Occasionnellement;Régulièrement;;Jamais;;;7;Une femme;26;Bac + 5;Nouvelle-Aquitaine
371;25/03/2024 17:20;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;;Jamais;;Occasionnellement;Régulièrement;;;;;;7;Un homme;29;Bac + 5;Hauts-de-France
372;25/03/2024 17:40;En CDI;;Statisticien;Marketing;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;Occasionnellement;;;Régulièrement;Jamais;;;;;;6;Un homme;28;Bac + 5;Pays de la Loire
373;;En CDI;;Data Analyst / analyste;Autre;Agriculture ;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
374;;En CDI;;Data Analyst / analyste;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
375;26/03/2024 08:09;En CDI;;Data Scientist;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;5;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;;;Occasionnellement;;Occasionnellement;Jamais;;;;;;3;Une femme;27;Bac + 5;Occitanie
376;26/03/2024 08:37;Indépendant / freelance;;Data Scientist;Santé;;Distanciel complet (pas de travail sur site);9;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Régulièrement;Occasionnellement;Jamais;;Occasionnellement;;Régulièrement;Régulièrement;;Jamais;;;Jamais;8;Un homme;32;Bac + 5;Île-de-France
377;;En CDI;;Data Analyst / analyste;Autre;Environnement;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;Jamais;;;Occasionnellement;;;;;;;;;;;
378;26/03/2024 08:41;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Jamais;Régulièrement;Jamais;;Jamais;Régulièrement;Régulièrement;;;;;;7;Une femme;24;Bac + 5;Pays de la Loire
379;26/03/2024 08:44;En CDI;;Data Analyst / analyste;Autre;Environnement;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;Jamais;;;Occasionnellement;;;;;;;8;Une femme;26;Bac + 5;Nouvelle-Aquitaine
380;26/03/2024 10:14;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Régulièrement;;;;;;;Régulièrement;;;;Régulièrement;;6;Une femme;26;Bac + 5;Île-de-France
381;;En CDI;;Data Analyst / analyste;Administration;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;11;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;Jamais;Occasionnellement;Occasionnellement;;Occasionnellement;Régulièrement;Régulièrement;;;;;;;;;
382;26/03/2024 10:58;En CDI;;Data Engineer;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;7;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;Jamais;Occasionnellement;;;Régulièrement;Régulièrement;Occasionnellement;;;;;6;Une femme;29;Bac + 5;Nouvelle-Aquitaine
383;;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Marketing;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Occasionnellement;Occasionnellement;Occasionnellement;Occasionnellement;;;Régulièrement;Régulièrement;;;;Occasionnellement;;;;;;
384;;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;2;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Jamais;Occasionnellement;Régulièrement;;;Régulièrement;Régulièrement;;;;;;;;;;
385;26/03/2024 17:05;En CDI;;Data Analyst / analyste;Numérique / Web;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;Jamais;;Occasionnellement;Régulièrement;;Occasionnellement;Régulièrement;;;;;;7;Un homme;33;Bac + 5;Bourgogne-Franche-Comté
386;;En CDD / contrat court / alternance / stage;;Data Scientist;Autre;Sécurité sociale;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;;;Occasionnellement;Régulièrement;;Régulièrement;;;;;9;Un homme;23;Bac + 5;Nouvelle-Aquitaine
387;26/03/2024 22:29;En recherche d'emploi;;;;;;;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;;Régulièrement;Occasionnellement;Régulièrement;Occasionnellement;;;;;;;Un homme;52;Bac + 8;Auvergne-Rhône-Alpes
388;;Chef d’entreprise;;Autre;Autre;;Mon activité est trop spécifique pour distinguer télétravail et présentiel;10;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Régulièrement;Régulièrement;;;;;Régulièrement;Régulièrement;;;;Régulièrement;Régulièrement;10;;;;
389;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
390;27/03/2024 09:14;En CDI;;Data Analyst / analyste;Autre;Agro alimentaire;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;11;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;;Jamais;Jamais;Jamais;Jamais;Régulièrement;Régulièrement;Régulièrement;;;;;;4;Un homme;32;Bac + 2 / 3;Bretagne
391;27/03/2024 09:51;En CDI;;Statisticien;Santé;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;10;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;Régulièrement;Régulièrement;;;;Régulièrement;Régulièrement;;;;;;8;Un homme;35;Bac + 5;Île-de-France
392;27/03/2024 10:07;Indépendant / freelance;;Data Analyst / analyste;Autre;Qualité de l'eau;Distanciel complet (pas de travail sur site);25;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui;Non;Jamais;Régulièrement;Jamais;Occasionnellement;Jamais;;Occasionnellement;;;Jamais;;;Jamais;10;Une femme;48;Bac + 8;Île-de-France
393;27/03/2024 11:11;En CDI;;Data Analyst / analyste;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Régulièrement;Occasionnellement;;Occasionnellement;Régulièrement;Jamais;Régulièrement;Régulièrement;;;;Jamais;;8;Un homme;27;Bac + 5;Île-de-France
394;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
395;27/03/2024 15:11;En CDI;;Autre;Marketing;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;9;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Occasionnellement;Occasionnellement;Jamais;;;;Régulièrement;Occasionnellement;Jamais;;;Occasionnellement;;7;Une femme;33;Bac + 5;Île-de-France
396;27/03/2024 17:35;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;Occasionnellement;Occasionnellement;Occasionnellement;;Régulièrement;Occasionnellement;;;;;;;Un homme;20;Bac + 2 / 3;Île-de-France
397;27/03/2024 17:43;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;Occasionnellement;Occasionnellement;Occasionnellement;;Occasionnellement;Jamais;;;;;;;Un homme;20;Bac + 2 / 3;Île-de-France
398;27/03/2024 19:28;En CDI;;Data Analyst / analyste;Autre;service public;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Occasionnellement;Jamais;;;Jamais;Régulièrement;Régulièrement;Régulièrement;Jamais;;;;;10;Une femme;40;Bac + 5;Auvergne-Rhône-Alpes
399;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
400;;En CDI;;Data Scientist;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;3;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;Jamais;Jamais;Jamais;Occasionnellement;Régulièrement;Jamais;;;;;;;;;;
401;28/03/2024 12:17;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;4;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;;;;;Jamais;;;Régulièrement;;;;Régulièrement;;9;Une femme;28;Bac + 5;Pays de la Loire
402;28/03/2024 13:12;En CDI;;Data Engineer;Administration;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;20;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Occasionnellement;;;;;;;Régulièrement;Régulièrement;;;;;7;Une femme;42;Bac + 5;Nouvelle-Aquitaine
403;28/03/2024 15:40;Autre;Contractuel dans la fonction publique;Data Scientist;Administration;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Régulièrement;Jamais;;;;Jamais;;Occasionnellement;;;;;Jamais;8;Un homme;29;Bac + 5;Île-de-France
404;28/03/2024 19:52;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Régulièrement;;;;;;Occasionnellement;;;;;;;Un homme;25;Bac + 5;Hauts-de-France
405;;Indépendant / freelance;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
406;;En CDI;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;2;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;Occasionnellement;;;Occasionnellement;;;;;;;;;;;
407;29/03/2024 10:43;En CDI;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne trois ou quatre jours de télétravail / semaine;3;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Jamais;;;Régulièrement;;;Régulièrement;Régulièrement;;;;;;9;Un homme;22;Bac + 5;Île-de-France
408;29/03/2024 10:43;En recherche d'emploi;;;;;;;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;;;Régulièrement;Régulièrement;;Régulièrement;Occasionnellement;;;;;;;Un homme;23;Bac + 5;Auvergne-Rhône-Alpes
409;29/03/2024 10:47;Indépendant / freelance;;Data Analyst / analyste;Marketing;;Distanciel complet (pas de travail sur site);1;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Régulièrement;Occasionnellement;;Régulièrement;;;;Régulièrement;;;Occasionnellement;Occasionnellement;;8;Un homme;29;Bac + 2 / 3;Auvergne-Rhône-Alpes
410;29/03/2024 11:06;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Autre; construction;Présentiel complet (pas ou quasiment pas de travail à distance);0;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;;;;;;Occasionnellement;;;;;;;5;Une femme;29;Bac + 5;Île-de-France
411;29/03/2024 11:11;En recherche d'emploi;;;;;;;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;;;;Régulièrement;;;;Occasionnellement;;;;;;;Un homme;42;Niveau Bac;Hors France
412;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
413;29/03/2024 11:24;Indépendant / freelance;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Distanciel complet (pas de travail sur site);12;Non;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Régulièrement;Régulièrement;;Régulièrement;Occasionnellement;;;;;;8;Un homme;37;Bac + 5;Auvergne-Rhône-Alpes
414;29/03/2024 11:19;Etudiant (hors alternance / stage);;;;;;;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Occasionnellement;Régulièrement;;Régulièrement;Régulièrement;;Régulièrement;Régulièrement;;;;;;;Un homme;19;Niveau Bac;Auvergne-Rhône-Alpes
415;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
416;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
417;;;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
418;29/03/2024 11:39;En recherche d'emploi;;;;;;;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;Jamais;Jamais;;;;;;;Une femme;41;Bac + 5;Île-de-France
419;29/03/2024 11:42;En CDI;;Data Analyst / analyste;Enseignement / recherche;;Présentiel complet (pas ou quasiment pas de travail à distance);10;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;Occasionnellement;;Régulièrement;;;Régulièrement;Occasionnellement;;;;;;7;Un homme;39;Bac + 5;Occitanie
420;;En recherche d'emploi;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
421;;En CDI;;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
422;;En CDI;;Data Scientist;Industrie;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;5;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Occasionnellement;Occasionnellement;;Occasionnellement;;;Régulièrement;;;;;;;;;;;
423;;En recherche d'emploi;;;;;;;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;;;;Occasionnellement;;;Régulièrement;Occasionnellement;;;;;;;;;;
424;;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Prestation de services informatiques / statistiques;;Présentiel complet (pas ou quasiment pas de travail à distance);1;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Régulièrement;;;Occasionnellement;;;;Régulièrement;;;;;;9;Un homme;21;Bac + 2 / 3;Provence-Alpes-Côte d'Azur
425;29/03/2024 12:12;En CDD / contrat court / alternance / stage;;Data Analyst / analyste;Banques / assurances / finances;;Hybride avec en moyenne un ou deux jours de télétravail / semaine;1;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Non;Régulièrement;Jamais;;Régulièrement;Régulièrement;;Régulièrement;Occasionnellement;;;Jamais;;Jamais;7;Un homme;32;Bac + 5;Île-de-France
426;29/03/2024 12:12;En CDD / contrat court / alternance / stage;;Autre;Enseignement / recherche;;Présentiel complet (pas ou quasiment pas de travail à distance);0;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Jamais;Jamais;;;Jamais;;Jamais;Jamais;;;Régulièrement;;;7;Une femme;23;Bac + 5;Pays de la Loire
427;29/03/2024 12:21;En CDI;;Data Scientist;Santé;;Distanciel complet (pas de travail sur site);2;Oui;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Régulièrement;;;;Jamais;;Occasionnellement;Occasionnellement;;;;Occasionnellement;Régulièrement;8;Une femme;38;Bac + 5;Corse
428;;Etudiant (hors alternance / stage);;;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;;;;;;;;
429;29/03/2024 13:18;Indépendant / freelance;;Data Analyst / analyste;Autre;Événementiel ;Distanciel complet (pas de travail sur site);1;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Régulièrement;Jamais;Jamais;Régulièrement;;;Occasionnellement;Régulièrement;;;;Occasionnellement;;7;Un homme;25;Bac + 5;Régions ultramarines (Réunion, Guyane, Martinique…)
